% Column 0: Length, mm
% Column 1: B.n, Tesla
0.00000000e+000	-4.51120037e-001	
1.55086662e-001	-4.52884164e-001	
3.10173323e-001	-4.55932191e-001	
4.65259985e-001	-4.60623968e-001	
6.20346646e-001	-4.66895093e-001	
7.75433308e-001	-4.74787192e-001	
9.30519969e-001	-4.85714114e-001	
1.08560663e+000	-4.99710262e-001	
1.24069329e+000	-5.15630360e-001	
1.39577995e+000	-5.35418936e-001	
1.55086662e+000	-5.57341960e-001	
1.70595328e+000	-5.80738178e-001	
1.86103994e+000	-6.07151225e-001	
2.01612660e+000	-6.30459015e-001	
2.17121326e+000	-6.54907369e-001	
2.32629992e+000	-6.73574127e-001	
2.48138658e+000	-6.90774057e-001	
2.63647325e+000	-7.06152223e-001	
2.79155991e+000	-7.15894837e-001	
2.94664657e+000	-7.22962967e-001	
3.10173323e+000	-7.25900018e-001	
3.25681989e+000	-7.28837069e-001	
3.41190655e+000	-7.31580480e-001	
3.56699322e+000	-7.33130459e-001	
3.72207988e+000	-7.33871959e-001	
3.87716654e+000	-7.33861840e-001	
4.03225320e+000	-7.33948842e-001	
4.18733986e+000	-7.34035844e-001	
4.34242652e+000	-7.34122846e-001	
4.49751319e+000	-7.34577520e-001	
4.65259985e+000	-7.34874186e-001	
4.80768651e+000	-7.34765507e-001	
4.96277317e+000	-7.34601904e-001	
5.11785983e+000	-7.34217582e-001	
5.27294649e+000	-7.33061428e-001	
5.42803315e+000	-7.32557762e-001	
5.58311982e+000	-7.32007015e-001	
5.73820648e+000	-7.27212427e-001	
5.89329314e+000	-7.22222512e-001	
6.04837980e+000	-7.15843996e-001	
6.20346646e+000	-7.09465479e-001	
6.35855312e+000	-6.99448741e-001	
6.51363979e+000	-6.84021783e-001	
6.66872645e+000	-6.68594826e-001	
6.82381311e+000	-6.49401005e-001	
6.97889977e+000	-6.20481064e-001	
7.13398643e+000	-5.92195816e-001	
7.28907309e+000	-5.65876788e-001	
7.44415975e+000	-5.48827436e-001	
7.59924642e+000	-5.31778083e-001	
7.75433308e+000	-5.16247459e-001	
7.90941974e+000	-4.97168399e-001	
8.06450640e+000	-4.81555205e-001	
8.21959306e+000	-4.69821016e-001	
8.37467972e+000	-4.64454194e-001	
8.52976639e+000	-4.59713916e-001	
8.68485305e+000	-4.54973637e-001	
8.83993971e+000	-4.51908330e-001	
8.99502637e+000	-4.50377896e-001	
9.15011303e+000	-4.52555278e-001	
9.30519969e+000	-4.57464136e-001	
9.46028636e+000	-4.63751567e-001	
9.61537302e+000	-4.70038999e-001	
9.77045968e+000	-4.77218577e-001	
9.92554634e+000	-4.86963870e-001	
1.00806330e+001	-5.07294596e-001	
1.02357197e+001	-5.28024542e-001	
1.03908063e+001	-5.49011888e-001	
1.05458930e+001	-5.69999235e-001	
1.07009796e+001	-5.91535051e-001	
1.08560663e+001	-6.14375844e-001	
1.10111530e+001	-6.37216637e-001	
1.11662396e+001	-6.59755718e-001	
1.13213263e+001	-6.80851488e-001	
1.14764130e+001	-6.99415796e-001	
1.16314996e+001	-7.14448605e-001	
1.17865863e+001	-7.18540255e-001	
1.19416729e+001	-7.22631904e-001	
1.20967596e+001	-7.26723554e-001	
1.22518463e+001	-7.29177937e-001	
1.24069329e+001	-7.31503604e-001	
1.25620196e+001	-7.33829272e-001	
1.27171062e+001	-7.34493569e-001	
1.28721929e+001	-7.34493418e-001	
1.30272796e+001	-7.33682357e-001	
1.31823662e+001	-7.32977868e-001	
1.33374529e+001	-7.32126142e-001	
1.34925396e+001	-7.29826192e-001	
1.36476262e+001	-7.25986244e-001	
1.38027129e+001	-7.22473764e-001	
1.39577995e+001	-7.11977898e-001	
1.41128862e+001	-6.98573804e-001	
1.42679729e+001	-6.81427142e-001	
1.44230595e+001	-6.59181570e-001	
1.45781462e+001	-6.32577344e-001	
1.47332328e+001	-5.98001725e-001	
1.48883195e+001	-5.60498184e-001	
1.50434062e+001	-5.23529118e-001	
1.51984928e+001	-4.92993591e-001	
1.53535795e+001	-4.52744295e-001	
1.55086662e+001	-4.05321784e-001	
1.56637528e+001	-3.76322912e-001	
1.58188395e+001	-3.47324040e-001	
1.59739261e+001	-3.18325168e-001	
1.61290128e+001	-2.82630538e-001	
1.62840995e+001	-2.51563977e-001	
1.64391861e+001	-2.28620179e-001	
1.65942728e+001	-2.07747315e-001	
1.67493594e+001	-1.87381458e-001	
1.69044461e+001	-1.67172662e-001	
1.70595328e+001	-1.51813185e-001	
1.72146194e+001	-1.38552673e-001	
1.73697061e+001	-1.25292160e-001	
1.75247928e+001	-1.09354845e-001	
1.76798794e+001	-9.47329661e-002	
1.78349661e+001	-8.39835599e-002	
1.79900527e+001	-7.32596881e-002	
1.81451394e+001	-6.25667633e-002	
1.83002261e+001	-5.20502879e-002	
1.84553127e+001	-4.24922530e-002	
1.86103994e+001	-3.48433454e-002	
1.87654860e+001	-2.71944377e-002	
1.89205727e+001	-1.95260086e-002	
1.90756594e+001	-1.17824131e-002	
1.92307460e+001	-4.37717386e-003	
1.93858327e+001	3.50077340e-003	
1.95409194e+001	3.45976466e-003	
1.96960060e+001	4.04905728e-003	
1.98510927e+001	5.21581512e-003	
2.00061793e+001	4.88522735e-003	
2.01612660e+001	4.22401522e-003	
2.03163527e+001	3.15766729e-003	
2.04714393e+001	2.30633380e-003	
2.06265260e+001	1.55259668e-003	
2.07816126e+001	9.45409536e-004	
2.09366993e+001	6.47599488e-004	
2.10917860e+001	4.75519867e-004	
2.12468726e+001	3.15512281e-004	
2.14019593e+001	2.84578765e-004	
2.15570460e+001	1.47814322e-004	
2.17121326e+001	1.58447416e-004	
2.18672193e+001	1.42170107e-004	
2.20223059e+001	9.53923518e-005	
2.21773926e+001	6.35192830e-005	
2.23324793e+001	4.62332447e-005	
2.24875659e+001	5.36585283e-005	
2.26426526e+001	6.10838120e-005	
2.27977392e+001	6.59595210e-005	
2.29528259e+001	6.19448800e-005	
2.31079126e+001	6.67934227e-005	
2.32629992e+001	8.13608702e-005	
2.34180859e+001	8.45141418e-005	
2.35731726e+001	8.76674133e-005	
2.37282592e+001	9.08206849e-005	
2.38833459e+001	8.69240699e-005	
2.40384325e+001	8.57922316e-005	
2.41935192e+001	8.87800895e-005	
2.43486059e+001	8.97619911e-005	
2.45036925e+001	8.93684650e-005	
2.46587792e+001	8.64790664e-005	
2.48138658e+001	8.22146755e-005	
2.49689525e+001	7.73358728e-005	
2.51240392e+001	7.19236619e-005	
2.52791258e+001	6.74136611e-005	
2.54342125e+001	6.06469684e-005	
2.55892992e+001	5.36572433e-005	
2.57443858e+001	4.78181840e-005	
2.58994725e+001	4.31989276e-005	
2.60545591e+001	3.85796711e-005	
2.62096458e+001	3.37095503e-005	
2.63647325e+001	2.83982772e-005	
2.65198191e+001	2.29664598e-005	
2.66749058e+001	1.78604358e-005	
2.68299924e+001	1.38835748e-005	
2.69850791e+001	9.90671381e-006	
2.71401658e+001	7.29612923e-006	
2.72952524e+001	2.76312807e-006	
2.74503391e+001	-1.91812441e-006	
2.76054258e+001	-6.71814000e-006	
2.77605124e+001	-1.07055700e-005	
2.79155991e+001	-1.49748961e-005	
2.80706857e+001	-1.96211269e-005	
2.82257724e+001	-2.45284455e-005	
2.83808591e+001	-2.93909313e-005	
2.85359457e+001	-3.40668904e-005	
2.86910324e+001	-3.71644709e-005	
2.88461190e+001	-3.98052748e-005	
2.90012057e+001	-4.27742341e-005	
2.91562924e+001	-4.41008652e-005	
2.93113790e+001	-4.58508499e-005	
2.94664657e+001	-4.31688700e-005	
2.96215524e+001	-4.07801744e-005	
2.97766390e+001	-3.86823581e-005	
2.99317257e+001	-3.65845418e-005	
3.00868123e+001	-3.36975891e-005	
3.02418990e+001	-2.95185566e-005	
3.03969857e+001	-2.59877810e-005	
3.05520723e+001	-2.23475192e-005	
3.07071590e+001	-1.79700191e-005	
3.08622457e+001	-1.34494206e-005	
3.10173323e+001	-8.51708065e-006	
3.11724190e+001	-5.12055553e-006	
3.13275056e+001	-1.72403041e-006	
3.14825923e+001	1.67818105e-006	
3.16376790e+001	5.61950943e-006	
3.17927656e+001	9.56083780e-006	
3.19478523e+001	1.35021662e-005	
3.21029389e+001	1.73492661e-005	
3.22580256e+001	2.12131461e-005	
3.24131123e+001	2.51363881e-005	
3.25681989e+001	2.85460363e-005	
3.27232856e+001	3.17816381e-005	
3.28783723e+001	3.49548332e-005	
3.30334589e+001	3.78785055e-005	
3.31885456e+001	3.94588415e-005	
3.33436322e+001	3.94622235e-005	
3.34987189e+001	3.95254480e-005	
3.36538056e+001	3.96441891e-005	
3.38088922e+001	3.68155688e-005	
3.39639789e+001	3.41210447e-005	
3.41190655e+001	3.18319053e-005	
3.42741522e+001	2.83483602e-005	
3.44292389e+001	2.48412382e-005	
3.45843255e+001	2.19029267e-005	
3.47394122e+001	1.90530042e-005	
3.48944989e+001	1.73490004e-005	
3.50495855e+001	1.41798354e-005	
3.52046722e+001	1.11979801e-005	
3.53597588e+001	8.35759203e-006	
3.55148455e+001	5.89500199e-006	
3.56699322e+001	3.26259679e-006	
3.58250188e+001	4.35303604e-007	
3.59801055e+001	-2.09875732e-006	
3.61351921e+001	-4.90177574e-006	
3.62902788e+001	-8.28024783e-006	
3.64453655e+001	-1.11397095e-005	
3.66004521e+001	-1.38538501e-005	
3.67555388e+001	-1.65679906e-005	
3.69106255e+001	-1.84054050e-005	
3.70657121e+001	-2.15235516e-005	
3.72207988e+001	-2.46416982e-005	
